Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002938,Male,Yes,0.0,Graduate,Yes,66120,50000.0,260.0,360.0,1.0,Urban,Y
LP001964,Male,Yes,0.0,Not Graduate,No,51800,52934.0,93.0,360.0,0.0,Urban,N
LP002643,Male,Yes,2.0,Graduate,No,53283,52035.0,148.0,360.0,1.0,Urban,Y
LP002961,Male,Yes,1.0,Graduate,No,53400,52500.0,173.0,360.0,1.0,Semiurban,Y
LP002361,Male,Yes,0.0,Graduate,No,51820,51719.0,100.0,360.0,1.0,Urban,Y
LP001398,Male,No,0.0,Graduate,Yes,55050,50000.0,118.0,360.0,1.0,Semiurban,Y
LP001637,Male,Yes,1.0,Graduate,No,83846,50000.0,260.0,360.0,1.0,Semiurban,N
LP002369,Male,Yes,0.0,Graduate,No,52920,50016.120000840005,87.0,360.0,1.0,Rural,Y
LP002926,Male,Yes,2.0,Graduate,Yes,52726,50000.0,106.0,360.0,0.0,Semiurban,N
LP002588,Male,Yes,0.0,Graduate,No,54625,52857.0,111.0,12.0,,Urban,Y
LP002229,Male,No,0.0,Graduate,No,55941,54232.0,296.0,360.0,1.0,Semiurban,Y
LP002053,Male,Yes,3.0,Graduate,No,54342,50189.0,124.0,360.0,1.0,Semiurban,Y
LP001535,Male,No,0.0,Graduate,No,53254,50000.0,50.0,360.0,1.0,Urban,Y
LP002615,Male,Yes,2.0,Graduate,No,54865,55624.0,208.0,360.0,1.0,Semiurban,Y
LP001792,Male,Yes,1.0,Graduate,No,53315,50000.0,96.0,360.0,1.0,Semiurban,Y
LP002006,Female,No,0.0,Graduate,No,52507,50000.0,56.0,360.0,1.0,Rural,Y
LP002390,Male,No,0.0,Graduate,No,53750,50000.0,100.0,360.0,1.0,Urban,Y
LP001578,Male,Yes,0.0,Graduate,No,52439,53333.0,129.0,360.0,1.0,Rural,Y
LP002065,Male,Yes,3.0,Graduate,No,65000,50000.0,300.0,360.0,1.0,Rural,Y
LP001493,Male,Yes,2.0,Not Graduate,No,54200,51430.0,129.0,360.0,1.0,Rural,N
LP002345,Male,Yes,0.0,Graduate,No,51025,52773.0,112.0,360.0,1.0,Rural,Y
LP001682,Male,Yes,3.0,Not Graduate,No,53992,50000.0,,180.0,1.0,Urban,N
LP002602,Male,No,0.0,Graduate,No,56283,54416.0,209.0,360.0,0.0,Rural,N
LP001872,Male,No,0.0,Graduate,Yes,55166,50000.0,128.0,360.0,1.0,Semiurban,Y
LP001790,Female,No,1.0,Graduate,No,53812,50000.0,112.0,360.0,1.0,Rural,Y
LP001405,Male,Yes,1.0,Graduate,No,52214,51398.0,85.0,360.0,,Urban,Y
LP001431,Female,No,0.0,Graduate,No,52137,58980.0,137.0,360.0,0.0,Semiurban,Y
LP002544,Male,Yes,1.0,Not Graduate,No,51958,52436.0,131.0,360.0,1.0,Rural,Y
LP002236,Male,Yes,2.0,Graduate,No,54566,50000.0,100.0,360.0,1.0,Urban,N
LP002263,Male,Yes,0.0,Graduate,No,52583,52115.0,120.0,360.0,,Urban,Y
LP001765,Male,Yes,1.0,Graduate,No,52491,52054.0,104.0,360.0,1.0,Semiurban,Y
LP002888,Male,No,0.0,Graduate,Yes,53182,52917.0,161.0,360.0,1.0,Urban,Y
LP002767,Male,Yes,0.0,Graduate,No,52768,51950.0,155.0,360.0,1.0,Rural,Y
LP002144,Female,No,,Graduate,No,53813,50000.0,116.0,180.0,1.0,Urban,Y
LP001469,Male,No,0.0,Graduate,Yes,70166,50000.0,650.0,480.0,,Urban,Y
LP002959,Female,Yes,1.0,Graduate,No,62000,50000.0,496.0,360.0,1.0,Semiurban,Y
LP001938,Male,Yes,2.0,Graduate,No,54400,50000.0,127.0,360.0,0.0,Semiurban,N
LP002832,Male,Yes,2.0,Graduate,No,58799,50000.0,258.0,360.0,0.0,Urban,N
LP001136,Male,Yes,0.0,Not Graduate,Yes,54695,50000.0,96.0,,1.0,Urban,Y
LP001384,Male,Yes,3.0,Not Graduate,No,52071,50754.0,94.0,480.0,1.0,Semiurban,Y
LP002670,Female,Yes,2.0,Graduate,No,52031,51632.0,113.0,480.0,1.0,Semiurban,Y
LP002448,Male,Yes,0.0,Graduate,No,53948,51733.0,149.0,360.0,0.0,Rural,N
LP001489,Female,Yes,0.0,Graduate,No,54583,50000.0,84.0,360.0,1.0,Rural,N
LP002624,Male,Yes,0.0,Graduate,No,70833,56667.0,480.0,360.0,,Urban,Y
LP001137,Female,No,0.0,Graduate,No,53410,50000.0,88.0,,1.0,Urban,Y
LP001594,Male,Yes,0.0,Graduate,No,55708,55625.0,187.0,360.0,1.0,Semiurban,Y
LP001228,Male,No,0.0,Not Graduate,No,53200,52254.0,126.0,180.0,0.0,Urban,N
LP001935,Male,No,0.0,Graduate,No,59508,50000.0,187.0,360.0,1.0,Rural,Y
LP001280,Male,Yes,2.0,Not Graduate,No,53333,52000.0,99.0,360.0,,Semiurban,Y
LP001824,Male,Yes,1.0,Graduate,No,52882,51843.0,123.0,480.0,1.0,Semiurban,Y
LP001656,Male,No,0.0,Graduate,No,62000,50000.0,164.0,360.0,1.0,Semiurban,N
LP002101,Male,Yes,0.0,Graduate,Yes,113337,50000.0,490.0,180.0,1.0,Urban,Y
LP001565,Male,Yes,1.0,Graduate,No,53089,51280.0,121.0,360.0,0.0,Semiurban,N
LP001028,Male,Yes,2.0,Graduate,No,53073,58106.0,200.0,360.0,1.0,Urban,Y
LP001109,Male,Yes,0.0,Graduate,No,51828,51330.0,100.0,,0.0,Urban,N
LP001087,Female,No,2.0,Graduate,Yes,53750,52083.0,120.0,360.0,1.0,Semiurban,Y
LP001603,Male,Yes,0.0,Not Graduate,Yes,54344,50736.0,87.0,360.0,1.0,Semiurban,N
LP001514,Female,Yes,0.0,Graduate,No,52330,54486.0,100.0,360.0,1.0,Semiurban,Y
LP001806,Male,No,0.0,Graduate,No,52965,55701.0,155.0,60.0,1.0,Urban,Y
LP002522,Female,No,0.0,Graduate,Yes,52500,50000.0,93.0,360.0,,Urban,Y
LP002626,Male,Yes,0.0,Graduate,Yes,52479,53013.0,188.0,360.0,1.0,Urban,Y
LP001754,Male,Yes,,Not Graduate,Yes,54735,50000.0,138.0,360.0,1.0,Urban,N
LP002792,Male,Yes,1.0,Graduate,No,55468,51032.0,26.0,360.0,1.0,Semiurban,Y
LP001327,Female,Yes,0.0,Graduate,No,52484,52302.0,137.0,360.0,1.0,Semiurban,Y
LP001164,Female,No,0.0,Graduate,No,54230,50000.0,112.0,360.0,1.0,Semiurban,N
LP001814,Male,Yes,2.0,Graduate,No,59703,50000.0,112.0,360.0,1.0,Urban,Y
LP002683,Male,No,0.0,Graduate,No,54683,51915.0,185.0,360.0,1.0,Semiurban,N
LP002160,Male,Yes,3.0,Graduate,No,55167,53167.0,200.0,360.0,1.0,Semiurban,Y
LP002714,Male,No,1.0,Not Graduate,No,52679,51302.0,94.0,360.0,1.0,Semiurban,Y
LP001636,Male,Yes,0.0,Graduate,No,54600,50000.0,73.0,180.0,1.0,Semiurban,Y
LP002517,Male,Yes,1.0,Not Graduate,No,52653,51500.0,113.0,180.0,0.0,Rural,N
LP002738,Male,No,2.0,Graduate,No,53617,50000.0,107.0,360.0,1.0,Semiurban,Y
LP001123,Male,Yes,0.0,Graduate,No,52400,50000.0,75.0,360.0,,Urban,Y
LP002833,Male,Yes,0.0,Not Graduate,No,54467,50000.0,120.0,360.0,,Rural,Y
LP002729,Male,No,1.0,Graduate,No,61250,50000.0,196.0,360.0,,Semiurban,N
LP001711,Male,Yes,3.0,Graduate,No,53430,51250.0,128.0,360.0,0.0,Semiurban,N
LP002288,Male,Yes,2.0,Not Graduate,No,52889,50000.0,45.0,180.0,0.0,Urban,N
LP001931,Female,No,0.0,Graduate,No,54124,50000.0,115.0,360.0,1.0,Semiurban,Y
LP002187,Male,No,0.0,Graduate,No,52500,50000.0,96.0,480.0,1.0,Semiurban,N
LP002305,Female,No,0.0,Graduate,No,54547,50000.0,115.0,360.0,1.0,Semiurban,Y
LP001865,Male,Yes,1.0,Graduate,No,56083,54250.0,330.0,360.0,,Urban,Y
LP001744,Male,No,0.0,Graduate,No,52971,52791.0,144.0,360.0,1.0,Semiurban,Y
LP001008,Male,No,0.0,Graduate,No,56000,50000.0,141.0,360.0,1.0,Urban,Y
LP001870,Female,No,1.0,Graduate,No,53481,50000.0,155.0,36.0,1.0,Semiurban,N
LP002863,Male,Yes,3.0,Graduate,No,56406,50000.0,150.0,360.0,1.0,Semiurban,N
LP002757,Female,Yes,0.0,Not Graduate,No,53017,50663.0,102.0,360.0,,Semiurban,Y
LP002407,Female,Yes,0.0,Not Graduate,Yes,57142,50000.0,138.0,360.0,1.0,Rural,Y
LP001349,Male,No,0.0,Graduate,No,54843,53806.0,151.0,360.0,1.0,Semiurban,Y
LP001770,Male,No,0.0,Not Graduate,No,53189,52598.0,120.0,,1.0,Rural,Y
LP002467,Male,Yes,0.0,Graduate,No,53708,52569.0,173.0,360.0,1.0,Urban,N
LP002798,Male,Yes,0.0,Graduate,No,53887,52669.0,162.0,360.0,1.0,Semiurban,Y
LP002898,Male,Yes,1.0,Graduate,No,51880,50000.0,61.0,360.0,,Rural,N
LP001732,Male,Yes,2.0,Graduate,Yes,55000,50000.0,72.0,360.0,0.0,Semiurban,N
LP002188,Male,No,0.0,Graduate,No,55124,50000.0,124.0,,0.0,Rural,N
LP001606,Male,Yes,0.0,Graduate,No,53497,51964.0,116.0,360.0,1.0,Rural,Y
LP001343,Male,Yes,0.0,Graduate,No,51759,53541.0,131.0,360.0,1.0,Semiurban,Y
LP001955,Female,No,0.0,Graduate,No,55000,52541.0,151.0,480.0,1.0,Rural,N
LP001736,Male,Yes,0.0,Graduate,No,52221,50000.0,60.0,360.0,0.0,Urban,N
LP001207,Male,Yes,0.0,Not Graduate,Yes,52609,53449.0,165.0,180.0,0.0,Rural,N
LP002335,Female,Yes,0.0,Not Graduate,No,52149,53237.0,178.0,360.0,0.0,Semiurban,N
LP001146,Female,Yes,0.0,Graduate,No,52645,53440.0,120.0,360.0,0.0,Urban,N
LP001098,Male,Yes,0.0,Graduate,No,53500,51667.0,114.0,360.0,1.0,Semiurban,Y
LP002366,Male,Yes,0.0,Graduate,No,52666,54300.0,121.0,360.0,1.0,Rural,Y
LP001894,Male,Yes,0.0,Graduate,No,52620,52223.0,150.0,360.0,1.0,Semiurban,Y
LP002106,Male,Yes,,Graduate,Yes,55503,54490.0,70.0,,1.0,Semiurban,Y
LP001692,Female,No,0.0,Not Graduate,No,54408,50000.0,120.0,360.0,1.0,Semiurban,Y
LP001491,Male,Yes,2.0,Graduate,Yes,53316,53500.0,88.0,360.0,1.0,Urban,Y
LP001086,Male,No,0.0,Not Graduate,No,51442,50000.0,35.0,360.0,1.0,Urban,N
LP002732,Male,No,0.0,Not Graduate,Yes,52550,52042.0,126.0,360.0,1.0,Rural,Y
LP001786,Male,Yes,0.0,Graduate,Yes,55746,50000.0,255.0,360.0,,Urban,N
LP002606,Female,No,0.0,Graduate,No,53159,50000.0,100.0,360.0,1.0,Semiurban,Y
LP001877,Male,Yes,2.0,Graduate,No,54708,51387.0,150.0,360.0,1.0,Semiurban,Y
LP002239,Male,No,0.0,Not Graduate,No,52346,51600.0,132.0,360.0,1.0,Semiurban,Y
LP001947,Male,Yes,0.0,Graduate,No,52383,53334.0,172.0,360.0,1.0,Semiurban,Y
LP002367,Female,No,1.0,Not Graduate,No,54606,50000.0,81.0,360.0,1.0,Rural,N
LP001574,Male,Yes,0.0,Graduate,No,53707,53166.0,182.0,,1.0,Rural,Y
LP002287,Female,No,0.0,Graduate,No,51500,51800.0,103.0,360.0,0.0,Semiurban,N
LP002640,Male,Yes,1.0,Graduate,No,56065,52004.0,250.0,360.0,1.0,Semiurban,Y
LP001498,Male,No,0.0,Graduate,No,55417,50000.0,168.0,360.0,1.0,Urban,Y
LP001213,Male,Yes,1.0,Graduate,No,54945,50000.0,,360.0,0.0,Rural,N
LP002541,Male,Yes,0.0,Graduate,No,60833,50000.0,234.0,360.0,1.0,Semiurban,Y
LP001473,Male,No,0.0,Graduate,No,52014,51929.0,74.0,360.0,1.0,Urban,Y
LP002943,Male,No,,Graduate,No,52987,50000.0,88.0,360.0,0.0,Semiurban,N
LP001225,Male,Yes,0.0,Graduate,No,55726,54595.0,258.0,360.0,1.0,Semiurban,N
LP001030,Male,Yes,2.0,Graduate,No,51299,51086.0,17.0,120.0,1.0,Urban,Y
LP001552,Male,Yes,0.0,Graduate,No,54583,55625.0,255.0,360.0,1.0,Semiurban,Y
LP001120,Male,No,0.0,Graduate,No,51800,51213.0,47.0,360.0,1.0,Urban,Y
LP002619,Male,Yes,0.0,Not Graduate,No,53814,51483.0,124.0,300.0,1.0,Semiurban,Y
LP002243,Male,Yes,0.0,Not Graduate,No,53010,53136.0,,360.0,0.0,Urban,N
LP001657,Male,Yes,0.0,Not Graduate,No,56033,50000.0,160.0,360.0,1.0,Urban,N
LP001743,Male,Yes,2.0,Graduate,No,54009,51717.0,116.0,360.0,1.0,Semiurban,Y
LP001179,Male,Yes,2.0,Graduate,No,54616,50000.0,134.0,360.0,1.0,Urban,N
LP002129,Male,Yes,0.0,Graduate,No,52499,52458.0,160.0,360.0,1.0,Semiurban,Y
LP001972,Male,Yes,,Not Graduate,No,52875,51750.0,105.0,360.0,1.0,Semiurban,Y
LP001854,Male,Yes,3.0,Graduate,No,55250,50000.0,94.0,360.0,1.0,Urban,N
LP002519,Male,Yes,3.0,Graduate,No,54691,50000.0,100.0,360.0,1.0,Semiurban,Y
LP002494,Male,No,0.0,Graduate,No,56000,50000.0,140.0,360.0,1.0,Rural,Y
LP002983,Male,Yes,1.0,Graduate,No,58072,50240.0,253.0,360.0,1.0,Urban,Y
LP001900,Male,Yes,1.0,Graduate,No,52750,51842.0,115.0,360.0,1.0,Semiurban,Y
LP001693,Female,No,0.0,Graduate,No,53244,50000.0,80.0,360.0,1.0,Urban,Y
LP001572,Male,Yes,0.0,Graduate,No,59323,50000.0,75.0,180.0,1.0,Urban,Y
LP002317,Male,Yes,3.0,Graduate,No,131000,50000.0,360.0,360.0,0.0,Rural,N
LP002555,Male,Yes,2.0,Graduate,Yes,54583,52083.0,160.0,360.0,1.0,Semiurban,Y
LP001370,Male,No,0.0,Not Graduate,Yes,57333,50000.0,120.0,360.0,1.0,Rural,N
LP002281,Male,Yes,0.0,Graduate,No,53033,51459.0,95.0,360.0,1.0,Urban,Y
LP001003,Male,Yes,1.0,Graduate,No,54583,51508.0,128.0,360.0,1.0,Rural,N
LP002841,Male,Yes,0.0,Graduate,No,53166,52064.0,104.0,360.0,0.0,Urban,N
LP001266,Male,Yes,1.0,Graduate,Yes,52395,50000.0,,360.0,1.0,Semiurban,Y
LP001708,Female,No,0.0,Graduate,No,60000,50000.0,214.0,360.0,1.0,Semiurban,N
LP001106,Male,Yes,0.0,Graduate,No,52275,52067.0,,360.0,1.0,Urban,Y
LP002690,Male,No,0.0,Graduate,No,52500,50000.0,55.0,360.0,1.0,Semiurban,Y
LP002398,Male,No,0.0,Graduate,No,51926,51851.0,50.0,360.0,1.0,Semiurban,Y
LP002493,Male,No,0.0,Graduate,No,54166,50000.0,98.0,360.0,0.0,Semiurban,N
LP002209,Female,No,0.0,Graduate,Yes,52764,51459.0,110.0,360.0,1.0,Urban,Y
LP001319,Male,Yes,2.0,Not Graduate,No,53273,51820.0,81.0,360.0,1.0,Urban,Y
LP002131,Male,Yes,2.0,Not Graduate,No,53083,52168.0,126.0,360.0,1.0,Urban,Y
LP002142,Female,Yes,0.0,Graduate,Yes,55500,50000.0,105.0,360.0,0.0,Rural,N
LP001819,Male,Yes,1.0,Not Graduate,No,56608,50000.0,137.0,180.0,1.0,Urban,Y
LP001029,Male,No,0.0,Graduate,No,51853,52840.0,114.0,360.0,1.0,Rural,N
LP002054,Male,Yes,2.0,Not Graduate,No,53601,51590.0,,360.0,1.0,Rural,Y
LP002272,Male,Yes,2.0,Graduate,No,53276,50484.0,135.0,360.0,,Semiurban,Y
LP001908,Female,Yes,0.0,Not Graduate,No,54100,50000.0,124.0,360.0,,Rural,Y
LP001580,Male,Yes,2.0,Graduate,No,58000,50000.0,200.0,360.0,1.0,Semiurban,Y
LP002974,Male,Yes,0.0,Graduate,No,53232,51950.0,108.0,360.0,1.0,Rural,Y
LP002587,Male,Yes,0.0,Not Graduate,No,52600,51700.0,107.0,360.0,1.0,Rural,Y
LP002948,Male,Yes,2.0,Graduate,No,55780,50000.0,192.0,360.0,1.0,Urban,Y
LP002682,Male,Yes,,Not Graduate,No,53074,51800.0,123.0,360.0,0.0,Semiurban,N
LP001825,Male,Yes,0.0,Graduate,No,51809,51868.0,90.0,360.0,1.0,Urban,Y
LP002868,Male,Yes,2.0,Graduate,No,53159,50461.0,108.0,84.0,1.0,Urban,Y
LP001664,Male,No,0.0,Graduate,No,54191,50000.0,120.0,360.0,1.0,Rural,Y
LP002547,Male,Yes,1.0,Graduate,No,68333,50000.0,500.0,360.0,1.0,Urban,N
LP002693,Male,Yes,2.0,Graduate,Yes,57948,57166.0,480.0,360.0,1.0,Rural,Y
LP001199,Male,Yes,2.0,Not Graduate,No,53357,52859.0,144.0,360.0,1.0,Urban,Y
LP002545,Male,No,2.0,Graduate,No,53547,50000.0,80.0,360.0,0.0,Rural,N
LP002862,Male,Yes,2.0,Not Graduate,No,56125,51625.0,187.0,480.0,1.0,Semiurban,N
LP001859,Male,Yes,0.0,Graduate,No,64683,52100.0,304.0,360.0,1.0,Rural,N
LP001046,Male,Yes,1.0,Graduate,No,55955,55625.0,315.0,360.0,1.0,Urban,Y
LP002051,Male,Yes,0.0,Graduate,No,52400,52167.0,115.0,360.0,1.0,Semiurban,Y
LP002515,Male,Yes,1.0,Graduate,Yes,53450,52079.0,162.0,360.0,1.0,Semiurban,Y
LP001570,Male,Yes,2.0,Graduate,No,54167,51447.0,158.0,360.0,1.0,Rural,Y
LP001915,Male,Yes,2.0,Graduate,No,52301,50985.7999878,78.0,180.0,1.0,Urban,Y
LP001666,Male,No,0.0,Graduate,No,58333,53750.0,187.0,360.0,1.0,Rural,Y
LP002265,Male,Yes,2.0,Not Graduate,No,51993,51625.0,113.0,180.0,1.0,Semiurban,Y
LP002357,Female,No,0.0,Not Graduate,No,52720,50000.0,80.0,,0.0,Urban,N
LP002618,Male,Yes,1.0,Not Graduate,No,54050,55302.0,138.0,360.0,,Rural,N
LP002140,Male,No,0.0,Graduate,No,58750,54167.0,308.0,360.0,1.0,Rural,N
LP002031,Male,Yes,1.0,Not Graduate,No,53399,51640.0,111.0,180.0,1.0,Urban,Y
LP001482,Male,Yes,0.0,Graduate,Yes,53459,50000.0,25.0,120.0,1.0,Semiurban,Y
LP001345,Male,Yes,2.0,Not Graduate,No,54288,53263.0,133.0,180.0,1.0,Urban,Y
LP002226,Male,Yes,0.0,Graduate,Yes,53333,52500.0,128.0,360.0,1.0,Semiurban,Y
LP001289,Male,No,0.0,Graduate,No,58566,50000.0,210.0,360.0,1.0,Urban,Y
LP002505,Male,Yes,0.0,Graduate,No,54333,52451.0,110.0,360.0,1.0,Urban,N
LP002113,Female,No,3.0,Not Graduate,No,51830,50000.0,,360.0,0.0,Urban,N
LP001734,Female,Yes,2.0,Graduate,No,54283,52383.0,127.0,360.0,,Semiurban,Y
LP002531,Male,Yes,1.0,Graduate,Yes,66667,52250.0,86.0,360.0,1.0,Semiurban,Y
LP001432,Male,Yes,2.0,Graduate,No,52957,50000.0,81.0,360.0,1.0,Semiurban,Y
LP001043,Male,Yes,0.0,Not Graduate,No,57660,50000.0,104.0,360.0,0.0,Urban,N
LP001248,Male,No,0.0,Graduate,No,53500,50000.0,81.0,300.0,1.0,Semiurban,Y
LP001379,Male,Yes,2.0,Graduate,No,53800,53600.0,216.0,360.0,0.0,Urban,N
LP001903,Male,Yes,0.0,Graduate,No,53993,53274.0,207.0,360.0,1.0,Semiurban,Y
LP002424,Male,Yes,0.0,Graduate,No,57333,58333.0,175.0,300.0,,Rural,Y
LP001356,Male,Yes,0.0,Graduate,No,54652,53583.0,,360.0,1.0,Semiurban,Y
